name,feature,mask,defects,fold,hight,width,california,pre_missing,post_missing,ratio,cv
cdd9e3a0-5030-49a8-ab76-4469381ee966_26,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_26.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_26.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_27,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_27.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_27.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_28,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_28.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_28.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_29,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_29.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_29.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_3,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_3.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_3.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_30,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_30.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_30.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_31,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_31.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_31.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_32,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_32.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_32.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_33,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_33.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_33.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_34,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_34.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_34.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_35,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_35.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_35.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_36,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_36.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_36.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_37,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_37.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_37.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_38,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_38.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_38.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_39,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_39.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_39.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_4,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_4.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_4.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_40,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_40.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_40.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_41,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_41.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_41.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_42,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_42.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_42.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_43,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_43.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_43.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_44,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_44.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_44.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_45,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_45.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_45.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_46,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_46.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_46.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_47,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_47.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_47.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_48,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_48.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_48.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_49,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_49.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_49.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_5,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_5.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_5.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_50,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_50.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_50.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_51,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_51.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_51.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_52,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_52.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_52.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_53,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_53.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_53.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_54,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_54.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_54.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_55,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_55.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_55.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_56,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_56.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_56.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_57,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_57.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_57.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_58,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_58.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_58.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_59,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_59.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_59.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_6,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_6.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_6.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_60,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_60.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_60.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_61,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_61.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_61.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_62,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_62.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_62.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_63,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_63.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_63.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_64,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_64.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_64.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_65,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_65.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_65.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_66,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_66.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_66.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_67,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_67.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_67.npy,False,-1,512,512,True,False,False,0.0,2
cdd9e3a0-5030-49a8-ab76-4469381ee966_68,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_68.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_68.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_69,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_69.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_69.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_7,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_7.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_7.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_70,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_70.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_70.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_71,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_71.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_71.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_72,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_72.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_72.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_73,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_73.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_73.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_74,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_74.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_74.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_75,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_75.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_75.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_76,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_76.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_76.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_77,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_77.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_77.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_78,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_78.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_78.npy,False,-1,512,512,True,False,False,0.0,0
cdd9e3a0-5030-49a8-ab76-4469381ee966_79,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_79.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_79.npy,False,-1,512,512,True,False,False,0.0,1
cdd9e3a0-5030-49a8-ab76-4469381ee966_8,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_8.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_8.npy,False,-1,512,512,True,False,False,0.0,3
cdd9e3a0-5030-49a8-ab76-4469381ee966_80,../data/002_Full+California/img/cdd9e3a0-5030-49a8-ab76-4469381ee966_80.npy,../data/002_Full+California/ann/cdd9e3a0-5030-49a8-ab76-4469381ee966_80.npy,False,-1,512,512,True,False,False,0.0,1
